Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access
Neha,"Bir Tikendrajit University, Imphal ",Hotel-management,1,Gemini,1.6,"Exam Prep, Notes",3,2,Yes,Gemini,7,No,,Mobile,Poor
Pooja,"Sathyabama Institute of Science and Technology, Chennai ",Pharmacy,4,ChatGPT,2.4,Content Writing,1,0,Yes,Gemini,4,Yes,,Tablet,High
Kavya,"Arka Jain University, Jamshedpur ",Law,1,Copilot,1.8,"MCQ Practice, Projects",5,-1,No,ChatGPT,7,No,,Mobile,Medium
Aishwarya,Ganpat University ,Arts,3,Copilot,3.4,"Assignments, Coding Help",2,0,Yes,Gemini,5,No,,Mobile,Medium
Shreya,"GNA University, Phagwara ",Management,3,ChatGPT,2.6,Content Writing,5,3,Yes,Copilot,10,Yes,,Mobile,Medium
Nandini,"MAM College of Pharmacy, Narasaraopet ",Pharmacy,3,"Gemini, Midjourney",0.8,Content Writing,5,0,No,Other,1,Yes,,Tablet,High
Aarav,Madhav University ,Commerce,1,Copilot,1.5,"MCQ Practice, Projects",1,-1,No,ChatGPT,6,Yes,,Tablet,Poor
Vivaan,"SRM Institute of Hotel Management, Chennai ",Hotel-management,3,Copilot,2.3,"Exam Prep, Notes",3,3,No,ChatGPT,10,Yes,,Mobile,Medium
Aditya,"Seacom Engineering College, Howrah ",Hotel-management,4,"ChatGPT, Copilot",2.4,"Exam Prep, Notes",4,3,Yes,Other,9,Yes,,Laptop,Poor
Vihaan,"Government College of Arts, Science and Commerce, North Goa ",Science,3,ChatGPT,3.9,"Doubt Solving, Resume Writing",1,3,Yes,Copilot,10,No,,Laptop,High
Arjun,Dr. N.G.P. Arts and Science College ,Agriculture,4,"ChatGPT, Gemini, Copilot",2.6,"Assignments, Coding Help",4,-1,No,ChatGPT,3,No,,Tablet,Medium
Sai,"Jagran School of Law, Dehradun ",Law,1,Gemini,1.8,"Doubt Solving, Resume Writing",4,1,No,ChatGPT,5,No,,Tablet,Poor
Reyansh,IFMR Graduate School of Business ,Management,4,Copilot,3.1,Learning new topics,5,-2,No,Other,1,No,,Tablet,Medium
Ayaan,SRM Institute of Technology ,Agriculture,3,ChatGPT,3.7,"Exam Prep, Notes",4,-1,Yes,Copilot,2,No,,Laptop,Poor
Krishna,Maulana Azad National Institute of Technology ,Engineering,4,"ChatGPT, Gemini, Copilot",2.1,"Exam Prep, Notes",2,3,No,Other,7,No,,Laptop,Medium
Ishaan,"Great Lakes Institute of Management, Chennai ",Management,2,"ChatGPT, Copilot",0.8,"Assignments, Coding Help",3,3,Yes,Gemini,2,Yes,,Mobile,High
Rudra,Sri Ramachandra Institute of Higher Education and ,Medical,3,"ChatGPT, Gemini, Copilot",3.2,"Assignments, Coding Help",3,1,Yes,Gemini,7,Yes,,Mobile,Medium
Dhruv,Imperial School of Agri Business ,Agriculture,4,ChatGPT,1.1,"Doubt Solving, Resume Writing",2,2,No,Other,5,Yes,,Laptop,High
Kabir,Imperial School of Agri Business ,Agriculture,4,ChatGPT,1.1,"Doubt Solving, Resume Writing",2,2,No,Other,5,No,,Laptop,Medium
Atharv,Bharathiar University ,Medical,3,"Gemini, Midjourney",3.2,"Exam Prep, Notes",5,-1,Yes,ChatGPT,6,Yes,,Mobile,High
Om,Sardar Patel University ,Law,2,"ChatGPT, Gemini, Copilot",3.7,"Doubt Solving, Resume Writing",5,-3,Yes,Copilot,4,No,,Laptop,High
Anaya,Sardar Patel University ,Law,2,"ChatGPT, Gemini, Copilot",3.7,"Doubt Solving, Resume Writing",5,-3,Yes,Copilot,4,No,,Laptop,Poor
Siya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Poor
Diya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Poor
Myra,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Medium
Aadhya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,High
Riya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,High
Pari,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Poor
Anika,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Poor
Ira,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Poor
Meera,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Poor
Saanvi,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Medium
Navya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,High
Aarohi,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,High
Prisha,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,High
Ishita,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Poor
Rakhi,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,Yes,,Tablet,Poor
Ramya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Medium
Sneha,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Medium
Divya,Indian Institute of Technology ,Science,1,ChatGPT,1.3,"MCQ Practice, Projects",1,3,Yes,Other,3,No,,Tablet,Poor
Neha,Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Agriculture,1,ChatGPT,4.4,"MCQ Practice, Projects",1,1,No,Gemini,9,Yes,,Tablet,High
Pooja,Women's Christian College ,Commerce,3,"Gemini, Midjourney",3.9,"Assignments, Coding Help",2,-3,Yes,Copilot,10,No,,Mobile,Medium
Kavya,"DAV College, Amritsar ",Arts,4,Copilot,1.2,"Assignments, Coding Help",3,0,No,Copilot,6,Yes,,Laptop,Medium
Aishwarya,"Bikali College, Goalpara ",Management,2,"Gemini, Midjourney",2.7,"Doubt Solving, Resume Writing",1,0,Yes,Gemini,5,No,,Laptop,High
Shreya,Mahatma Gandhi Institute of Medical Sciences ,Pharmacy,1,"ChatGPT, Gemini, Copilot",3.7,Learning new topics,2,0,Yes,ChatGPT,8,Yes,,Tablet,Medium
Nandini,"Don Bosco College, Itanagar ",Commerce,4,"Gemini, Midjourney",3.7,Learning new topics,2,-1,No,Copilot,2,Yes,,Tablet,Medium
Aarav,CMR Engineering College ,Engineering,4,"ChatGPT, Copilot",4.2,"Exam Prep, Notes",3,0,Yes,Gemini,1,Yes,,Mobile,High
Vivaan,"Starex University, Gurgaon ",Pharmacy,2,"ChatGPT, Copilot",3.5,"Exam Prep, Notes",2,-1,Yes,Gemini,3,Yes,,Laptop,Medium
Aditya,"Starex University, Gurgaon ",Pharmacy,2,"ChatGPT, Copilot",3.5,"Exam Prep, Notes",2,-1,Yes,Gemini,3,No,,Laptop,Medium
Vihaan,MIT World Peace University ,Law,3,"ChatGPT, Gemini, Copilot",3.5,"Exam Prep, Notes",5,0,No,Other,5,No,,Tablet,Poor
Arjun,"Acharya Nagarjuna University, Centre For Distance Education ",Hotel-management,1,"ChatGPT, Gemini, Copilot",1.3,"Doubt Solving, Resume Writing",5,3,Yes,Gemini,10,Yes,,Mobile,Medium
Sai,Baba Kundan Singh Memorial Law College ,Law,4,"ChatGPT, Gemini, Copilot",3.7,Learning new topics,4,-2,Yes,Other,4,No,,Tablet,Medium
Reyansh,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,Yes,,Laptop,High
Ayaan,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,No,,Laptop,Poor
Krishna,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,Yes,,Laptop,Poor
Ishaan,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,No,,Laptop,High
Rudra,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,No,,Laptop,High
Dhruv,Indian School of Business Management and Administration ,Hotel-management,3,Gemini,1.3,"MCQ Practice, Projects",3,2,Yes,Gemini,6,No,,Laptop,Medium
Kabir,Nimra College of Pharmacy ,Pharmacy,4,Copilot,1.9,"Doubt Solving, Resume Writing",2,2,Yes,Copilot,2,No,,Tablet,Medium
Atharv,"C. U. Shah University, Wadhwan ",Medical,2,Copilot,2.3,"Assignments, Coding Help",1,-3,Yes,Copilot,10,Yes,,Mobile,High
Om,Teerthanker Mahaveer Institute of Management and Technology ,Commerce,3,"ChatGPT, Copilot",2.8,"Doubt Solving, Resume Writing",2,2,Yes,ChatGPT,8,Yes,,Tablet,Poor
Anaya,Institute of Technical Education and Research ,Science,3,"ChatGPT, Copilot",3.2,Content Writing,1,1,Yes,Copilot,7,Yes,,Laptop,Medium
Siya,Institute of Technology and Science ,Medical,1,Gemini,3.0,Content Writing,1,0,No,Gemini,4,No,,Laptop,Poor
Diya,Institute of Technology and Science ,Medical,1,Gemini,3.0,Content Writing,1,0,No,Gemini,4,No,,Laptop,Medium
Myra,"Amity University, Kolkata ",Commerce,4,ChatGPT,1.4,"Exam Prep, Notes",4,1,Yes,Other,3,Yes,,Laptop,Poor
Aadhya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,Medium
Riya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,Poor
Pari,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Anika,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,Medium
Ira,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Meera,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,High
Saanvi,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,High
Navya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Aarohi,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Prisha,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,High
Ishita,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,High
Rakhi,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Ramya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Sneha,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Divya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,High
Neha,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,Yes,,Tablet,Poor
Pooja,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Kavya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,High
Aishwarya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Shreya,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Nandini,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Poor
Aarav,National Institute of Technology ,Science,4,Gemini,2.3,"Assignments, Coding Help",1,2,Yes,ChatGPT,3,No,,Tablet,Medium
Vivaan,Lady Shri Ram College for Women ,Science,3,Copilot,3.2,Learning new topics,3,-2,Yes,Gemini,4,Yes,,Tablet,High
Aditya,Radha Krishan Institute of Technology & Management ,Hotel-management,4,Copilot,3.3,"Doubt Solving, Resume Writing",5,-3,Yes,Other,5,Yes,,Laptop,Poor
Vihaan,Swami Vivekanand National Institute of Rehabilitation Training ,Medical,2,Copilot,1.3,"MCQ Practice, Projects",4,2,Yes,ChatGPT,9,No,,Tablet,Poor
Arjun,"ICFAI University, Gangtok ",Arts,3,ChatGPT,1.0,"Assignments, Coding Help",3,2,Yes,ChatGPT,9,No,,Tablet,High
Sai,"Chitkara University, Chitkara Business School ",Arts,4,"ChatGPT, Copilot",2.2,"Exam Prep, Notes",3,-2,No,Other,6,Yes,,Laptop,Poor
Reyansh,"Nirmala College Of Arts And Science, Chalakkudy, ",Hotel-management,2,ChatGPT,4.2,"Exam Prep, Notes",3,1,Yes,Copilot,7,No,,Tablet,High
Ayaan,K L University ,Commerce,3,Gemini,2.7,Content Writing,3,2,Yes,Copilot,1,Yes,,Tablet,Poor
Krishna,K L University ,Commerce,3,Gemini,2.7,Content Writing,3,2,Yes,Copilot,1,Yes,,Tablet,High
Ishaan,Bhabha University ,Agriculture,2,Gemini,3.2,"Doubt Solving, Resume Writing",5,-3,Yes,Other,4,Yes,,Mobile,Poor
Rudra,"Alliance University, Bangalore ",Law,1,Gemini,2.4,"Exam Prep, Notes",2,2,No,Gemini,8,Yes,,Mobile,Medium
Dhruv,"Berhampur University, Berhampur ",Pharmacy,3,ChatGPT,1.3,Content Writing,5,3,No,Copilot,1,Yes,,Mobile,High
Kabir,"Pragjyotish College, Guwahati ",Science,2,Copilot,4.3,"Doubt Solving, Resume Writing",1,-2,Yes,Other,6,No,,Mobile,High
Atharv,"Vanavarayar Institute of Agriculture, Pollachi ",Agriculture,4,ChatGPT,2.5,"MCQ Practice, Projects",2,-1,Yes,Other,2,No,,Laptop,Medium
Om,Om Sterling Global University ,Agriculture,2,"ChatGPT, Copilot",3.1,Content Writing,4,0,Yes,ChatGPT,2,Yes,,Mobile,Poor
Anaya,Netaji Subhas University of Technology ,Engineering,2,"ChatGPT, Gemini, Copilot",0.6,"Exam Prep, Notes",1,-2,No,Gemini,2,No,,Tablet,Poor
Siya,"Malwanchal University, Indore ",Pharmacy,1,Copilot,1.2,"MCQ Practice, Projects",3,-1,No,Gemini,6,Yes,,Tablet,High
Diya,Rajiv Gandhi Institute of Petroleum Technology ,Engineering,2,"ChatGPT, Copilot",4.4,"Exam Prep, Notes",1,3,No,Other,1,Yes,,Tablet,Poor
Myra,"Jaipur National University, Seedling School of Law ",Law,3,Gemini,1.9,Content Writing,2,3,Yes,Other,9,No,,Laptop,Poor
Aadhya,"Cochin University of Science and Technology, School ",Law,3,ChatGPT,2.6,"MCQ Practice, Projects",2,2,No,Gemini,3,Yes,,Mobile,Medium
Riya,"Rungta Group of Institutions Bhilai Campus, Bhilai ",Pharmacy,2,"ChatGPT, Gemini, Copilot",1.3,Content Writing,2,2,Yes,Copilot,7,No,,Mobile,Medium
Pari,Nalanda College of Engineering ,Engineering,4,"Gemini, Midjourney",2.4,Content Writing,5,3,No,ChatGPT,2,Yes,,Laptop,Medium
Anika,University of Rajasthan ,Management,4,"ChatGPT, Copilot",3.8,"Doubt Solving, Resume Writing",3,0,No,Other,5,Yes,,Tablet,Medium
Ira,Dr. SNS Rajalakshmi College of Arts and ,Hotel-management,3,ChatGPT,2.6,"MCQ Practice, Projects",4,0,Yes,ChatGPT,6,Yes,,Laptop,High
Meera,Punjab Agricultural University ,Arts,2,Copilot,0.9,Content Writing,3,-1,Yes,Other,4,No,,Laptop,Poor
Saanvi,"KMCT Ayurveda Medical College Manassery, Kozhikode ",Medical,1,"ChatGPT, Gemini, Copilot",1.8,Learning new topics,4,1,Yes,Copilot,1,Yes,,Laptop,Poor
Navya,Swami Vivekanand College of Computer Science ,Science,3,Gemini,2.3,"Assignments, Coding Help",3,3,Yes,Other,4,No,,Laptop,Poor
Aarohi,"Don Bosco College, Itanagar ",Commerce,2,Gemini,4.1,"Assignments, Coding Help",2,0,No,Copilot,6,No,,Mobile,Poor
Prisha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium
Ishita,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Rakhi,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High
Ramya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Sneha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium
Divya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High
Neha,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High
Pooja,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High
Kavya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,High
Aishwarya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium
Shreya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Nandini,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Aarav,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Vivaan,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Poor
Aditya,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,No,,Mobile,Medium
Vihaan,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High
Arjun,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,High
Sai,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,Medium
Reyansh,Indian Institute of Management ,Management,2,"ChatGPT, Copilot",0.8,Content Writing,5,0,No,Other,8,Yes,,Mobile,Poor
Ayaan,Sant Rocha Singh Degree College ,Science,3,"Gemini, Midjourney",4.3,"Assignments, Coding Help",5,-1,Yes,Other,3,Yes,,Laptop,Poor
Krishna,Heritage Institute of Hotel and Tourism ,Hotel-management,1,ChatGPT,0.9,Content Writing,5,3,Yes,Gemini,7,Yes,,Mobile,Medium
Ishaan,Heritage Institute of Hotel and Tourism ,Hotel-management,1,ChatGPT,0.9,Content Writing,5,3,Yes,Gemini,7,Yes,,Mobile,High
Rudra,"NIILM University, Kaithal ",Commerce,4,Copilot,1.4,Learning new topics,1,3,Yes,Other,8,No,,Tablet,Medium
Dhruv,"Gurukul Vidyapeeth, Chandigarh ",Management,4,ChatGPT,2.5,"Assignments, Coding Help",5,0,No,Other,8,Yes,,Tablet,Medium
Kabir,"Lady Keane College, Shillong ",Management,1,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,Yes,ChatGPT,2,No,,Laptop,High
Atharv,Chandigarh University ,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,No,Other,8,Yes,,Tablet,High
Om,Chandigarh University ,Agriculture,2,Copilot,1.1,Learning new topics,2,-3,No,Other,8,No,,Tablet,Medium
Anaya,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,No,ChatGPT,8,Yes,,Tablet,High
Siya,Sher-e-Kashmir University of Agricultural Sciences and Technology ,Commerce,4,"Gemini, Midjourney",2.6,"MCQ Practice, Projects",3,-1,No,ChatGPT,8,Yes,,Tablet,Poor
Diya,Maharshi Dayanand University ,Science,1,"ChatGPT, Gemini, Copilot",4.1,Content Writing,3,-2,Yes,Gemini,4,Yes,,Laptop,Poor
Myra,The Neotia University ,Pharmacy,3,Gemini,1.8,Content Writing,2,-1,No,Other,3,Yes,,Tablet,Medium
Aadhya,Sri Sri University ,Arts,3,Gemini,1.9,"Assignments, Coding Help",1,-3,Yes,Other,9,No,,Mobile,Poor
Riya,Bharati Vidyapeeth Institute of Management Studies & ,Management,4,Copilot,2.5,"Doubt Solving, Resume Writing",2,0,No,ChatGPT,10,No,,Tablet,Medium
Pari,"Global Institute, Amritsar ",Hotel-management,4,Gemini,0.5,"Exam Prep, Notes",3,-1,Yes,Other,8,No,,Mobile,High
Anika,Guru Angad Dev Veterinary and Animal Sciences ,Agriculture,2,Copilot,3.9,"Doubt Solving, Resume Writing",4,1,Yes,Copilot,7,Yes,,Tablet,Medium
Ira,Bhilai Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,Yes,Copilot,1,Yes,,Mobile,High
Meera,Bhilai Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",2.0,"Assignments, Coding Help",5,-2,Yes,Copilot,1,No,,Mobile,High
Saanvi,"Lachoo Memorial College Science and Technology, Jodhpur ",Science,1,"Gemini, Midjourney",3.6,"Assignments, Coding Help",5,0,No,Gemini,3,No,,Mobile,High
Navya,University of Petroleum and Energy Studies ,Management,3,Gemini,0.6,"MCQ Practice, Projects",1,0,No,Gemini,9,No,,Mobile,Medium
Aarohi,Punjab Engineering College University of Technology ,Management,2,ChatGPT,3.7,"Exam Prep, Notes",4,0,Yes,Gemini,6,No,,Mobile,High
Prisha,Goa Institute of Management ,Management,1,Copilot,3.2,"Doubt Solving, Resume Writing",3,-3,Yes,Other,7,No,,Mobile,Medium
Ishita,"Sharda University, School of Business Studies ",Commerce,4,Gemini,2.0,"Doubt Solving, Resume Writing",3,3,No,Other,8,Yes,,Mobile,Medium
Rakhi,"Uttaranchal University, Dehradun ",Hotel-management,4,"ChatGPT, Gemini, Copilot",0.6,"Doubt Solving, Resume Writing",5,0,Yes,Copilot,10,Yes,,Mobile,Poor
Ramya,Siksha 'O' Anusandhan University ,Science,2,Copilot,4.0,"Assignments, Coding Help",2,2,Yes,ChatGPT,2,Yes,,Tablet,High
Sneha,Bihar Institute of law ,Law,1,ChatGPT,3.7,Learning new topics,2,3,Yes,Gemini,7,Yes,,Laptop,High
Divya,Mangalayatan University ,Medical,4,ChatGPT,3.9,"Doubt Solving, Resume Writing",2,3,Yes,ChatGPT,1,Yes,,Mobile,Medium
Neha,Netaji Subhas University ,Management,2,Copilot,2.6,Learning new topics,1,0,Yes,ChatGPT,5,Yes,,Mobile,Poor
Pooja,"Institute of Media Management , Technology & ",Commerce,2,"ChatGPT, Copilot",2.0,"Assignments, Coding Help",4,-2,Yes,Copilot,5,No,,Tablet,Poor
Kavya,"Dr. B R Ambedkar Institute of Technology, Port Blair ",Management,3,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",4,-3,Yes,Gemini,6,Yes,,Laptop,Poor
Aishwarya,"ISBM University, Raipur ",Law,4,"Gemini, Midjourney",1.0,"Assignments, Coding Help",1,-1,No,Copilot,9,No,,Tablet,Poor
Shreya,RK University ,Pharmacy,1,Gemini,3.3,Learning new topics,2,3,No,Gemini,8,Yes,,Mobile,Poor
Nandini,"Duliajan College, Dibrugarh ",Engineering,4,"ChatGPT, Gemini, Copilot",1.5,Learning new topics,3,1,Yes,Gemini,5,No,,Mobile,High
Aarav,"Institute of Management Studies, Ranchi University ",Hotel-management,3,Gemini,4.0,"Exam Prep, Notes",1,-2,No,ChatGPT,4,Yes,,Tablet,Poor
Vivaan,Ganpat University ,Medical,3,Gemini,0.6,"Assignments, Coding Help",4,-2,Yes,Other,10,Yes,,Tablet,Poor
Aditya,"University School of Law, Gujarat University ",Law,4,"ChatGPT, Gemini, Copilot",2.5,Content Writing,5,-2,No,ChatGPT,3,Yes,,Tablet,High
Vihaan,"Lingaya's Vidyapeeth, Faridabad ",Law,3,"ChatGPT, Copilot",0.5,"Exam Prep, Notes",5,1,No,ChatGPT,6,No,,Tablet,Poor
Arjun,"Elphinstone College, Mumbai ",Commerce,4,"Gemini, Midjourney",4.5,"Doubt Solving, Resume Writing",1,2,No,Gemini,9,No,,Tablet,Poor
Sai,Asian Institute of Management and Technology ,Science,3,Gemini,2.1,Content Writing,3,3,Yes,Gemini,9,Yes,,Mobile,Poor
Reyansh,Acharya Bangalore B-School ,Commerce,3,"Gemini, Midjourney",1.5,"Assignments, Coding Help",5,1,No,ChatGPT,7,No,,Tablet,High
Ayaan,"Akal College of Economics, Commerce and Management, ",Science,2,Copilot,2.7,"Assignments, Coding Help",2,3,No,ChatGPT,3,Yes,,Laptop,High
Krishna,Aryabhatta Knowledge University ,Agriculture,3,Gemini,2.4,"Exam Prep, Notes",4,2,No,Copilot,5,Yes,,Mobile,Medium
Ishaan,Mahe Co-operative Centre for Information Technology ,Management,4,Gemini,3.3,Content Writing,5,-2,Yes,Gemini,2,Yes,,Mobile,Medium
Rudra,Third Eye College ,Hotel-management,1,ChatGPT,2.7,"Assignments, Coding Help",1,2,Yes,Other,10,Yes,,Mobile,Medium
Dhruv,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,Poor
Kabir,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High
Atharv,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,No,,Laptop,Medium
Om,Institute of Hotel Management ,Hotel-management,4,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,-2,Yes,Other,10,Yes,,Laptop,High
